match_card_id,detail_url,season,competition,section,match_date,kickoff,home_team,score,away_team,stadium,attendance
32463,https://data.j-league.or.jp/SFMS02/?match_card_id=32463,2025,Ｊ１,第３２節第１日,25/09/27(土),16:03,町田,1-0,岡山,Ｇスタ,"10,113"
32464,https://data.j-league.or.jp/SFMS02/?match_card_id=32464,2025,Ｊ１,第３２節第２日,25/09/28(日),19:03,川崎Ｆ,4-4,柏,Ｕ等々力,"21,652"
32465,https://data.j-league.or.jp/SFMS02/?match_card_id=32465,2025,Ｊ１,第３２節第２日,25/09/28(日),17:03,横浜FC,1-0,湘南,ニッパツ,"12,751"
32466,https://data.j-league.or.jp/SFMS02/?match_card_id=32466,2025,Ｊ１,第３２節第１日,25/09/27(土),17:03,名古屋,0-4,鹿島,豊田ス,"34,648"
32467,https://data.j-league.or.jp/SFMS02/?match_card_id=32467,2025,Ｊ１,第３２節第１日,25/09/27(土),17:03,Ｇ大阪,4-2,新潟,パナスタ,"26,768"
32468,https://data.j-league.or.jp/SFMS02/?match_card_id=32468,2025,Ｊ１,第３２節第２日,25/09/28(日),18:33,Ｃ大阪,1-2,京都,ヨドコウ,"21,935"
32469,https://data.j-league.or.jp/SFMS02/?match_card_id=32469,2025,Ｊ１,第３２節第１日,25/09/27(土),19:03,神戸,2-1,清水,ノエスタ,"18,914"
32470,https://data.j-league.or.jp/SFMS02/?match_card_id=32470,2025,Ｊ１,第３２節第１日,25/09/27(土),18:03,福岡,1-2,広島,ベススタ,"11,472"
32471,https://data.j-league.or.jp/SFMS02/?match_card_id=32471,2025,Ｊ１,第３３節第１日,25/10/03(金),19:03,湘南,0-1,東京Ｖ,レモンＳ,"11,460"
32472,https://data.j-league.or.jp/SFMS02/?match_card_id=32472,2025,Ｊ１,第３３節第３日,25/10/05(日),15:03,鹿島,0-0,Ｇ大阪,メルスタ,"32,407"
32473,https://data.j-league.or.jp/SFMS02/?match_card_id=32473,2025,Ｊ１,第３３節第２日,25/10/04(土),17:03,浦和,1-0,神戸,埼玉,"38,062"
32474,https://data.j-league.or.jp/SFMS02/?match_card_id=32474,2025,Ｊ１,第３３節第２日,25/10/04(土),17:33,柏,1-0,横浜FM,三協Ｆ柏,"13,884"
32475,https://data.j-league.or.jp/SFMS02/?match_card_id=32475,2025,Ｊ１,第３３節第２日,25/10/04(土),14:03,新潟,1-1,岡山,デンカＳ,"19,567"
32476,https://data.j-league.or.jp/SFMS02/?match_card_id=32476,2025,Ｊ１,第３３節第２日,25/10/04(土),13:03,清水,1-1,FC東京,アイスタ,"17,099"
32477,https://data.j-league.or.jp/SFMS02/?match_card_id=32477,2025,Ｊ１,第３３節第２日,25/10/04(土),13:33,名古屋,2-1,Ｃ大阪,豊田ス,"33,496"
32478,https://data.j-league.or.jp/SFMS02/?match_card_id=32478,2025,Ｊ１,第３３節第２日,25/10/04(土),19:03,京都,1-1,川崎Ｆ,サンガＳ,"19,265"
32479,https://data.j-league.or.jp/SFMS02/?match_card_id=32479,2025,Ｊ１,第３３節第２日,25/10/04(土),16:03,広島,2-1,町田,Ｅピース,"25,877"
32480,https://data.j-league.or.jp/SFMS02/?match_card_id=32480,2025,Ｊ１,第３３節第２日,25/10/04(土),16:33,福岡,1-0,横浜FC,ベススタ,"9,076"
32481,https://data.j-league.or.jp/SFMS02/?match_card_id=32481,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,東京Ｖ,1-0,新潟,味スタ,"17,497"
32482,https://data.j-league.or.jp/SFMS02/?match_card_id=32482,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,町田,0-0,福岡,Ｇスタ,"9,680"
32483,https://data.j-league.or.jp/SFMS02/?match_card_id=32483,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,川崎Ｆ,5-3,清水,Ｕ等々力,"22,292"
32484,https://data.j-league.or.jp/SFMS02/?match_card_id=32484,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,横浜FM,4-0,浦和,日産ス,"36,442"
32485,https://data.j-league.or.jp/SFMS02/?match_card_id=32485,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,横浜FC,2-2,名古屋,ニッパツ,"11,465"
32486,https://data.j-league.or.jp/SFMS02/?match_card_id=32486,2025,Ｊ１,第３４節第３日,25/10/19(日),15:03,湘南,1-1,京都,レモンＳ,"11,688"
32487,https://data.j-league.or.jp/SFMS02/?match_card_id=32487,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,Ｇ大阪,0-5,柏,パナスタ,"30,282"
32488,https://data.j-league.or.jp/SFMS02/?match_card_id=32488,2025,Ｊ１,第３４節第１日,25/10/17(金),19:03,神戸,0-0,鹿島,ノエスタ,"25,806"
32489,https://data.j-league.or.jp/SFMS02/?match_card_id=32489,2025,Ｊ１,第３４節第２日,25/10/18(土),14:03,岡山,1-2,Ｃ大阪,ＪＦＥス,"14,903"
32490,https://data.j-league.or.jp/SFMS02/?match_card_id=32490,2025,Ｊ１,第３４節第１日,25/10/17(金),19:03,広島,0-0,FC東京,Ｅピース,"25,728"
32491,https://data.j-league.or.jp/SFMS02/?match_card_id=32491,2025,Ｊ１,第３５節第１日,25/10/25(土),14:03,浦和,0-0,町田,埼玉,"34,551"
32492,https://data.j-league.or.jp/SFMS02/?match_card_id=32492,2025,Ｊ１,第３５節第１日,25/10/25(土),14:03,柏,2-0,横浜FC,三協Ｆ柏,"12,950"
32493,https://data.j-league.or.jp/SFMS02/?match_card_id=32493,2025,Ｊ１,第３５節第１日,25/10/25(土),14:04,FC東京,3-1,岡山,味スタ,"24,664"
32494,https://data.j-league.or.jp/SFMS02/?match_card_id=32494,2025,Ｊ１,第３５節第１日,25/10/25(土),14:03,横浜FM,3-0,広島,日産ス,"27,356"
32495,https://data.j-league.or.jp/SFMS02/?match_card_id=32495,2025,Ｊ１,第３５節第２日,25/10/26(日),14:03,新潟,2-2,神戸,デンカＳ,"19,480"
32496,https://data.j-league.or.jp/SFMS02/?match_card_id=32496,2025,Ｊ１,第３５節第１日,25/10/25(土),14:03,清水,1-0,東京Ｖ,アイスタ,"16,814"
32497,https://data.j-league.or.jp/SFMS02/?match_card_id=32497,2025,Ｊ１,第３５節第１日,25/10/25(土),14:04,名古屋,0-2,Ｇ大阪,豊田ス,"30,084"
32498,https://data.j-league.or.jp/SFMS02/?match_card_id=32498,2025,Ｊ１,第３５節第１日,25/10/25(土),14:03,京都,1-1,鹿島,サンガＳ,"20,353"
32499,https://data.j-league.or.jp/SFMS02/?match_card_id=32499,2025,Ｊ１,第３５節第１日,25/10/25(土),15:03,Ｃ大阪,2-0,川崎Ｆ,ヨドコウ,"17,360"
32500,https://data.j-league.or.jp/SFMS02/?match_card_id=32500,2025,Ｊ１,第３５節第２日,25/10/26(日),14:43,福岡,1-0,湘南,ベススタ,"11,047"
32501,https://data.j-league.or.jp/SFMS02/?match_card_id=32501,2025,Ｊ１,第３６節第１日,25/11/08(土),14:03,鹿島,2-1,横浜FC,メルスタ,"34,873"
32502,https://data.j-league.or.jp/SFMS02/?match_card_id=32502,2025,Ｊ１,第３６節第１日,25/11/08(土),16:03,柏,1-0,名古屋,三協Ｆ柏,"13,634"
32503,https://data.j-league.or.jp/SFMS02/?match_card_id=32503,2025,Ｊ１,第３６節第１日,25/11/08(土),14:03,東京Ｖ,0-0,福岡,味スタ,"15,091"
32504,https://data.j-league.or.jp/SFMS02/?match_card_id=32504,2025,Ｊ１,第３６節第１日,25/11/08(土),15:03,川崎Ｆ,1-1,岡山,Ｕ等々力,"23,343"
32505,https://data.j-league.or.jp/SFMS02/?match_card_id=32505,2025,Ｊ１,第３６節第１日,25/11/08(土),15:03,湘南,5-2,新潟,レモンＳ,"11,505"
32506,https://data.j-league.or.jp/SFMS02/?match_card_id=32506,2025,Ｊ１,第３６節第２日,25/11/09(日),15:03,清水,1-4,Ｃ大阪,アイスタ,"15,910"
32507,https://data.j-league.or.jp/SFMS02/?match_card_id=32507,2025,Ｊ１,第３６節第２日,25/11/09(日),14:03,京都,0-3,横浜FM,サンガＳ,"19,828"
32508,https://data.j-league.or.jp/SFMS02/?match_card_id=32508,2025,Ｊ１,第３６節第２日,25/11/09(日),15:03,Ｇ大阪,1-1,神戸,パナスタ,"34,695"
32509,https://data.j-league.or.jp/SFMS02/?match_card_id=32509,2025,Ｊ１,第３６節第２日,25/11/09(日),13:01,広島,3-0,浦和,Ｅピース,"26,383"
32510,https://data.j-league.or.jp/SFMS02/?match_card_id=32510,2025,Ｊ１,第３６節第２日,25/11/09(日),14:03,町田,0-1,FC東京,国立,"46,838"
32511,https://data.j-league.or.jp/SFMS02/?match_card_id=32511,2025,Ｊ１,第３７節第１日,25/11/30(日),14:05,東京Ｖ,0-1,鹿島,味スタ,"38,168"
32512,https://data.j-league.or.jp/SFMS02/?match_card_id=32512,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,町田,3-1,名古屋,Ｇスタ,"12,396"
32513,https://data.j-league.or.jp/SFMS02/?match_card_id=32513,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,川崎Ｆ,1-2,広島,Ｕ等々力,"23,173"
32514,https://data.j-league.or.jp/SFMS02/?match_card_id=32514,2025,Ｊ１,第３７節第１日,25/11/30(日),14:04,横浜FM,3-1,Ｃ大阪,日産ス,"42,665"
32515,https://data.j-league.or.jp/SFMS02/?match_card_id=32515,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,横浜FC,0-1,京都,ニッパツ,"9,804"
32516,https://data.j-league.or.jp/SFMS02/?match_card_id=32516,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,湘南,1-0,清水,レモンＳ,"12,531"
32517,https://data.j-league.or.jp/SFMS02/?match_card_id=32517,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,新潟,1-3,柏,デンカＳ,"25,346"
32518,https://data.j-league.or.jp/SFMS02/?match_card_id=32518,2025,Ｊ１,第３７節第１日,25/11/30(日),14:02,神戸,0-0,FC東京,ノエスタ,"21,948"
32519,https://data.j-league.or.jp/SFMS02/?match_card_id=32519,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,岡山,0-1,浦和,ＪＦＥス,"15,623"
32520,https://data.j-league.or.jp/SFMS02/?match_card_id=32520,2025,Ｊ１,第３７節第１日,25/11/30(日),14:03,福岡,1-0,Ｇ大阪,ベススタ,"17,587"
32521,https://data.j-league.or.jp/SFMS02/?match_card_id=32521,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,鹿島,2-1,横浜FM,メルスタ,"37,079"
32522,https://data.j-league.or.jp/SFMS02/?match_card_id=32522,2025,Ｊ１,第３８節第１日,25/12/06(土),14:04,浦和,4-0,川崎Ｆ,埼玉,"47,878"
32523,https://data.j-league.or.jp/SFMS02/?match_card_id=32523,2025,Ｊ１,第３８節第１日,25/12/06(土),14:05,柏,1-0,町田,三協Ｆ柏,"14,092"
32524,https://data.j-league.or.jp/SFMS02/?match_card_id=32524,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,FC東京,1-1,新潟,味スタ,"36,276"
32525,https://data.j-league.or.jp/SFMS02/?match_card_id=32525,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,清水,1-2,岡山,アイスタ,"18,346"
32526,https://data.j-league.or.jp/SFMS02/?match_card_id=32526,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,名古屋,1-0,福岡,豊田ス,"34,975"
32527,https://data.j-league.or.jp/SFMS02/?match_card_id=32527,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,京都,2-0,神戸,サンガＳ,"20,074"
32528,https://data.j-league.or.jp/SFMS02/?match_card_id=32528,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,Ｇ大阪,4-1,東京Ｖ,パナスタ,"33,627"
32529,https://data.j-league.or.jp/SFMS02/?match_card_id=32529,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,Ｃ大阪,1-3,横浜FC,ヨドコウ,"19,070"
32530,https://data.j-league.or.jp/SFMS02/?match_card_id=32530,2025,Ｊ１,第３８節第１日,25/12/06(土),14:03,広島,2-1,湘南,Ｅピース,"26,373"
