round_no,match_no,home_team,away_team,reason,kickoff_at,date_distance_days,closest_prediction_date
1508,10,レスター,クリスタル,out_of_v6_jleague_scope,2025-01-16,,
1508,11,アーセナル,トテナム,out_of_v6_jleague_scope,2025-01-16,,
1508,12,チェルシー,ボンマウス,out_of_v6_jleague_scope,2025-01-15,,
1508,13,ブレント,マンC,out_of_v6_jleague_scope,2025-01-15,,
1509,1,ブレント,リヴァプ,out_of_v6_jleague_scope,2025-01-19,,
1509,2,アーセナル,アストン,out_of_v6_jleague_scope,2025-01-19,,
1509,3,マンU,ブライトン,out_of_v6_jleague_scope,2025-01-19,,
1509,4,ウェストハム,クリスタル,out_of_v6_jleague_scope,2025-01-19,,
1509,5,ノッティン,サウザン,out_of_v6_jleague_scope,2025-01-19,,
1509,6,ハイデンハ,パウリ,out_of_v6_jleague_scope,2025-01-18,,
1509,7,ボーフム,ライプツィ,out_of_v6_jleague_scope,2025-01-18,,
1509,8,ホルスタイン,ホッフェン,out_of_v6_jleague_scope,2025-01-18,,
1509,9,ブレント,リヴァプ,out_of_v6_jleague_scope,2025-01-19,,
1509,10,アーセナル,アストン,out_of_v6_jleague_scope,2025-01-19,,
1509,11,マンU,ブライトン,out_of_v6_jleague_scope,2025-01-19,,
1509,12,ウェストハム,クリスタル,out_of_v6_jleague_scope,2025-01-19,,
1509,13,ノッティン,サウザン,out_of_v6_jleague_scope,2025-01-19,,
1511,1,リヴァプ,イプス,out_of_v6_jleague_scope,2025-01-26,,
1511,2,ブライトン,エヴァトン,out_of_v6_jleague_scope,2025-01-26,,
1511,3,ウルヴァー,アーセナル,out_of_v6_jleague_scope,2025-01-26,,
1511,4,クリスタル,ブレント,out_of_v6_jleague_scope,2025-01-26,,
1511,5,サウザン,ニュカッスル,out_of_v6_jleague_scope,2025-01-26,,
1511,6,ライプツィ,レヴァー,out_of_v6_jleague_scope,2025-01-25,,
1511,7,ドルト,ブレーメン,out_of_v6_jleague_scope,2025-01-25,,
1511,8,パウリ,ウニオン,out_of_v6_jleague_scope,2025-01-27,,
1511,9,リヴァプ,イプス,out_of_v6_jleague_scope,2025-01-26,,
1511,10,ブライトン,エヴァトン,out_of_v6_jleague_scope,2025-01-26,,
1511,11,ウルヴァー,アーセナル,out_of_v6_jleague_scope,2025-01-26,,
1511,12,クリスタル,ブレント,out_of_v6_jleague_scope,2025-01-26,,
1511,13,サウザン,ニュカッスル,out_of_v6_jleague_scope,2025-01-26,,
1513,1,ボンマウス,リヴァプ,out_of_v6_jleague_scope,2025-02-02,,
1513,2,ノッティン,ブライトン,out_of_v6_jleague_scope,2025-02-01,,
1513,3,アーセナル,マンC,out_of_v6_jleague_scope,2025-02-03,,
1513,4,マンU,クリスタル,out_of_v6_jleague_scope,2025-02-02,,
1513,5,イプス,サウザン,out_of_v6_jleague_scope,2025-02-02,,
1513,6,ハイデンハ,ドルト,out_of_v6_jleague_scope,2025-02-01,,
1513,7,ウニオン,ライプツィ,out_of_v6_jleague_scope,2025-02-02,,
1513,8,フランクフル,ヴォルフス,out_of_v6_jleague_scope,2025-02-02,,
1513,9,ボンマウス,リヴァプ,out_of_v6_jleague_scope,2025-02-02,,
1513,10,ノッティン,ブライトン,out_of_v6_jleague_scope,2025-02-01,,
1513,11,アーセナル,マンC,out_of_v6_jleague_scope,2025-02-03,,
1513,12,マンU,クリスタル,out_of_v6_jleague_scope,2025-02-02,,
1513,13,イプス,サウザン,out_of_v6_jleague_scope,2025-02-02,,
1514,1,ドルト,シュツット,out_of_v6_jleague_scope,2025-02-08,,
1514,2,フライブル,ハイデンハ,out_of_v6_jleague_scope,2025-02-08,,
1514,3,マインツ,アウグス,out_of_v6_jleague_scope,2025-02-08,,
1514,4,ヴォルフス,レヴァー,out_of_v6_jleague_scope,2025-02-08,,
1514,5,メンヘン,フランクフル,out_of_v6_jleague_scope,2025-02-09,,
1514,6,アウグス,0,out_of_v6_jleague_scope,2025-02-01,,
1517,6,川崎F,2,out_of_v6_jleague_scope,2025-02-19,,
1521,1,栃木C,鹿島,no_exact_pair_match,2025-03-20,,
1521,2,金沢,湘南,no_exact_pair_match,2025-03-20,,
1521,3,奈良,FC東京,no_exact_pair_match,2025-03-20,,
1521,4,高知,G大阪,no_exact_pair_match,2025-03-20,,
1521,5,琉球,福岡,no_exact_pair_match,2025-03-20,,
1521,6,栃木C,鹿島,no_exact_pair_match,2025-03-20,,
1521,7,金沢,湘南,no_exact_pair_match,2025-03-20,,
1521,8,奈良,FC東京,no_exact_pair_match,2025-03-20,,
1521,9,高知,G大阪,no_exact_pair_match,2025-03-20,,
1521,10,琉球,福岡,no_exact_pair_match,2025-03-20,,
1521,11,長野,東京V,no_exact_pair_match,2025-03-20,,
1521,12,沼津,柏,no_exact_pair_match,2025-03-20,,
1521,13,北九州,岡山,no_exact_pair_match,2025-03-20,,
1523,1,水戸,熊本,date_distance_gt_window,2025-03-26,52.0,2025-05-17
1523,2,甲府,藤枝,date_distance_gt_window,2025-03-26,17.0,2025-03-09
1523,3,愛媛,秋田,date_distance_gt_window,2025-03-26,31.0,2025-02-23
1523,4,福島,札幌,no_exact_pair_match,2025-03-26,,
1523,5,FC大阪,磐田,no_exact_pair_match,2025-03-26,,
1523,6,水戸,熊本,date_distance_gt_window,2025-03-26,52.0,2025-05-17
1523,7,甲府,藤枝,date_distance_gt_window,2025-03-26,17.0,2025-03-09
1523,8,愛媛,秋田,date_distance_gt_window,2025-03-26,31.0,2025-02-23
1523,9,福島,札幌,no_exact_pair_match,2025-03-26,,
1523,10,FC大阪,磐田,no_exact_pair_match,2025-03-26,,
1523,11,群馬,長崎,date_distance_gt_window,2025-03-26,333.0,2024-04-27
1523,12,松本,鳥栖,no_exact_pair_match,2025-03-26,,
1523,13,鹿児島,山形,date_distance_gt_window,2025-03-26,284.0,2024-06-15
1525,6,鹿島,0,out_of_v6_jleague_scope,2025-03-26,,
1527,2,山口,鹿島,no_exact_pair_match,2025-04-09,,
1527,3,長崎,湘南,no_exact_pair_match,2025-04-09,,
1527,4,山形,京都,no_exact_pair_match,2025-04-09,,
1527,5,甲府,町田,date_distance_gt_window,2025-04-09,718.0,2023-04-22
1527,6,湘南,1,out_of_v6_jleague_scope,2025-04-04,,
1530,1,秋田,東京V,date_distance_gt_window,2025-04-16,612.0,2023-08-13
1530,2,大宮,FC東京,no_exact_pair_match,2025-04-16,,
1530,3,富山,名古屋,no_exact_pair_match,2025-04-16,,
1530,4,栃木SC,福岡,no_exact_pair_match,2025-04-16,,
1530,5,北九州,横浜FC,no_exact_pair_match,2025-04-16,,
1530,6,京都,1,out_of_v6_jleague_scope,2025-04-09,,
1536,1,町田,1,out_of_v6_jleague_scope,2025-05-07,,
1536,2,京都,2,out_of_v6_jleague_scope,2025-04-30,,
1536,3,湘南,0,out_of_v6_jleague_scope,2025-05-07,,
1536,4,広島,1,out_of_v6_jleague_scope,2025-04-30,,
1536,5,FC大阪,1,out_of_v6_jleague_scope,2025-05-07,,
1536,6,松本,0,out_of_v6_jleague_scope,2025-04-30,,
1538,1,川崎F,2,out_of_v6_jleague_scope,2025-05-14,,
1538,2,横浜FC,1,out_of_v6_jleague_scope,2025-05-07,,
1538,3,横浜FM,0,out_of_v6_jleague_scope,2025-05-14,,
1538,4,柏,2,out_of_v6_jleague_scope,2025-05-07,,
1538,5,松本,2,out_of_v6_jleague_scope,2025-05-14,,
1538,6,長野,2,out_of_v6_jleague_scope,2025-05-07,,
1540,1,京都,C大阪,date_distance_gt_window,2025-05-21,18.0,2025-05-03
1540,2,湘南,FC東京,date_distance_gt_window,2025-05-21,87.0,2025-08-16
1540,3,富山,福岡,no_exact_pair_match,2025-05-21,,
1540,4,磐田,G大阪,date_distance_gt_window,2025-05-21,193.0,2024-11-09
1540,5,山口,柏,no_exact_pair_match,2025-05-21,,
1540,6,町田,1,out_of_v6_jleague_scope,2025-05-14,,
1543,1,東京V,0,out_of_v6_jleague_scope,2025-06-04,,
1543,2,柏,3,out_of_v6_jleague_scope,2025-05-31,,
1543,4,横浜FC,1,out_of_v6_jleague_scope,2025-05-31,,
1543,5,福岡,1,out_of_v6_jleague_scope,2025-06-04,,
1543,6,広島,0,out_of_v6_jleague_scope,2025-05-31,,
1544,1,ノルウェー,イタリア,out_of_v6_jleague_scope,2025-06-07,,
1544,2,チェコ,モンテネグ,out_of_v6_jleague_scope,2025-06-07,,
1544,3,エストニア,イスラエル,out_of_v6_jleague_scope,2025-06-07,,
1544,4,北マケ,ベルギー,out_of_v6_jleague_scope,2025-06-07,,
1544,5,ウェールズ,リヒテンシュ,out_of_v6_jleague_scope,2025-06-07,,
1544,6,オマーン,ヨルダン,out_of_v6_jleague_scope,2025-06-06,,
1544,7,バーレーン,サウジ,out_of_v6_jleague_scope,2025-06-06,,
1544,8,クウェート,パレスチナ,out_of_v6_jleague_scope,2025-06-06,,
1544,9,ノルウェー,イタリア,out_of_v6_jleague_scope,2025-06-07,,
1544,10,チェコ,モンテネグ,out_of_v6_jleague_scope,2025-06-07,,
1544,11,エストニア,イスラエル,out_of_v6_jleague_scope,2025-06-07,,
1544,12,北マケ,ベルギー,out_of_v6_jleague_scope,2025-06-07,,
1544,13,ウェールズ,リヒテンシュ,out_of_v6_jleague_scope,2025-06-07,,
1545,6,東京V,1,out_of_v6_jleague_scope,2025-06-01,,
1546,1,ベルギー,ウェールズ,out_of_v6_jleague_scope,2025-06-10,,
1546,2,フェロー,ジブラル,out_of_v6_jleague_scope,2025-06-10,,
1546,3,クロアチア,チェコ,out_of_v6_jleague_scope,2025-06-10,,
1546,4,フィンラン,ポーラン,out_of_v6_jleague_scope,2025-06-11,,
1546,5,ラトビア,アルバニア,out_of_v6_jleague_scope,2025-06-11,,
1546,6,ヨルダン,イラク,out_of_v6_jleague_scope,2025-06-11,,
1546,7,キルギス,UAE,out_of_v6_jleague_scope,2025-06-10,,
1546,8,ベルギー,ウェールズ,out_of_v6_jleague_scope,2025-06-10,,
1546,9,フェロー,ジブラル,out_of_v6_jleague_scope,2025-06-10,,
1546,10,クロアチア,チェコ,out_of_v6_jleague_scope,2025-06-10,,
1546,11,フィンラン,ポーラン,out_of_v6_jleague_scope,2025-06-11,,
1546,12,ラトビア,アルバニア,out_of_v6_jleague_scope,2025-06-11,,
1546,13,エストニア,ノルウェー,out_of_v6_jleague_scope,2025-06-10,,
1549,1,川崎Ｆ,3,out_of_v6_jleague_scope,0001-06-25,,
1549,3,横浜FM,0,out_of_v6_jleague_scope,0001-06-25,,
1553,1,G大阪,山形,no_exact_pair_match,2025-07-16,,
1553,2,鹿島,長崎,no_exact_pair_match,2025-07-16,,
1553,3,広島,藤枝,no_exact_pair_match,2025-07-16,,
1553,4,FC東京,大分,no_exact_pair_match,2025-07-16,,
1553,5,町田,富山,no_exact_pair_match,2025-07-16,,
1553,6,G大阪,山形,no_exact_pair_match,2025-07-16,,
1553,7,鹿島,長崎,no_exact_pair_match,2025-07-16,,
1553,8,広島,藤枝,no_exact_pair_match,2025-07-16,,
1553,9,FC東京,大分,no_exact_pair_match,2025-07-16,,
1553,10,町田,富山,no_exact_pair_match,2025-07-16,,
1553,11,川崎F,相模原,no_exact_pair_match,2025-07-16,,
1553,12,福岡,北九州,no_exact_pair_match,2025-07-16,,
1553,13,名古屋,熊本,no_exact_pair_match,2025-07-16,,
1555,1,福岡,2,out_of_v6_jleague_scope,2025-07-21,,
1555,2,京都,2,out_of_v6_jleague_scope,2025-07-14,,
1555,3,岐阜,1,out_of_v6_jleague_scope,2025-07-21,,
1555,4,奈良,1,out_of_v6_jleague_scope,2025-07-14,,
1555,5,鹿児島,2,out_of_v6_jleague_scope,2025-07-21,,
1555,6,FC大阪,1,out_of_v6_jleague_scope,2025-07-14,,
1557,1,広島,清水,date_distance_gt_window,2025-08-06,4.0,2025-08-10
1557,2,町田,京都,date_distance_gt_window,2025-08-06,91.0,2025-05-07
1557,3,FC東京,C大阪,date_distance_gt_window,2025-08-06,53.0,2025-06-14
1557,4,鹿島,福岡,date_distance_gt_window,2025-08-06,10.0,2025-08-16
1557,5,山形,浦和,no_exact_pair_match,2025-08-06,,
1557,6,福岡,2,out_of_v6_jleague_scope,2025-07-30,,
1559,1,Ｃ大阪,3,out_of_v6_jleague_scope,0001-08-11,,
1559,3,山口,0,out_of_v6_jleague_scope,0001-08-11,,
1561,1,町田,3,out_of_v6_jleague_scope,0001-08-20,,
1561,3,広島,0,out_of_v6_jleague_scope,0001-08-20,,
1563,1,町田,3,out_of_v6_jleague_scope,2025-08-27,,
1563,2,鹿島,0,out_of_v6_jleague_scope,2025-08-20,,
1563,3,名古屋,2,out_of_v6_jleague_scope,2025-08-27,,
1563,5,FC東京,2,out_of_v6_jleague_scope,2025-08-27,,
1563,6,浦和,1,out_of_v6_jleague_scope,2025-08-20,,
1565,1,横浜FM,1,out_of_v6_jleague_scope,2025-09-03,,
1565,2,柏,3,out_of_v6_jleague_scope,2025-08-27,,
1565,3,横浜FC,2,out_of_v6_jleague_scope,2025-09-03,,
1565,4,神戸,0,out_of_v6_jleague_scope,2025-08-27,,
1565,5,浦和,1,out_of_v6_jleague_scope,2025-09-03,,
1565,6,川崎F,1,out_of_v6_jleague_scope,2025-08-27,,
1567,1,エクアドル,アルゼンチ,out_of_v6_jleague_scope,2025-09-10,,
1567,2,ペルー,パラグア,out_of_v6_jleague_scope,2025-09-10,,
1567,3,ボリビア,ブラジル,out_of_v6_jleague_scope,2025-09-10,,
1567,4,チリ,ウルグアイ,out_of_v6_jleague_scope,2025-09-10,,
1567,5,ベネズエ,コロンビア,out_of_v6_jleague_scope,2025-09-10,,
1567,6,エクアドル,アルゼンチ,out_of_v6_jleague_scope,2025-09-10,,
1567,7,ペルー,パラグア,out_of_v6_jleague_scope,2025-09-10,,
1567,8,ボリビア,ブラジル,out_of_v6_jleague_scope,2025-09-10,,
1567,9,チリ,ウルグアイ,out_of_v6_jleague_scope,2025-09-10,,
1567,10,ベネズエ,コロンビア,out_of_v6_jleague_scope,2025-09-10,,
1567,11,クロアチア,モンテネグ,out_of_v6_jleague_scope,2025-09-09,,
1567,12,フランス,アイスラン,out_of_v6_jleague_scope,2025-09-10,,
1567,13,コソボ,スウェデン,out_of_v6_jleague_scope,2025-09-09,,
1571,6,横浜FM,1,out_of_v6_jleague_scope,2025-09-16,,
1575,1,川崎Ｆ,3,out_of_v6_jleague_scope,0001-10-08,,
1575,3,横浜FC,0,out_of_v6_jleague_scope,0001-10-08,,
1576,1,フィンラン,リトアニア,out_of_v6_jleague_scope,2025-10-10,,
1576,2,ドイツ,ルクセンブ,out_of_v6_jleague_scope,2025-10-11,,
1576,3,北アイ,スロバキア,out_of_v6_jleague_scope,2025-10-11,,
1576,4,ベルギー,北マケ,out_of_v6_jleague_scope,2025-10-11,,
1576,5,フェロー,モンテネグ,out_of_v6_jleague_scope,2025-10-10,,
1576,6,フィンラン,リトアニア,out_of_v6_jleague_scope,2025-10-10,,
1576,7,ドイツ,ルクセンブ,out_of_v6_jleague_scope,2025-10-11,,
1576,8,北アイ,スロバキア,out_of_v6_jleague_scope,2025-10-11,,
1576,9,ベルギー,北マケ,out_of_v6_jleague_scope,2025-10-11,,
1576,10,フェロー,モンテネグ,out_of_v6_jleague_scope,2025-10-10,,
1576,11,マルタ,オランダ,out_of_v6_jleague_scope,2025-10-10,,
1576,12,オーストリア,サンマリノ,out_of_v6_jleague_scope,2025-10-10,,
1576,13,コソボ,スロベニア,out_of_v6_jleague_scope,2025-10-11,,
1577,6,鹿児島,1,out_of_v6_jleague_scope,2025-10-05,,
1578,1,アイスラン,フランス,out_of_v6_jleague_scope,2025-10-14,,
1578,2,スウェデン,コソボ,out_of_v6_jleague_scope,2025-10-14,,
1578,3,北アイ,ドイツ,out_of_v6_jleague_scope,2025-10-14,,
1578,4,スロバキア,ルクセンブ,out_of_v6_jleague_scope,2025-10-14,,
1578,5,フェロー,チェコ,out_of_v6_jleague_scope,2025-10-13,,
1578,6,アイスラン,フランス,out_of_v6_jleague_scope,2025-10-14,,
1578,7,スウェデン,コソボ,out_of_v6_jleague_scope,2025-10-14,,
1578,8,北アイ,ドイツ,out_of_v6_jleague_scope,2025-10-14,,
1578,9,スロバキア,ルクセンブ,out_of_v6_jleague_scope,2025-10-14,,
1578,10,フェロー,チェコ,out_of_v6_jleague_scope,2025-10-13,,
1578,11,リトアニア,ポーラン,out_of_v6_jleague_scope,2025-10-13,,
1578,12,北マケ,カザフ,out_of_v6_jleague_scope,2025-10-14,,
1578,13,クロアチア,ジブラル,out_of_v6_jleague_scope,2025-10-13,,
1579,1,神戸,0,out_of_v6_jleague_scope,0001-10-17,,
1579,3,広島,0,out_of_v6_jleague_scope,0001-10-17,,
1586,1,アゼルバ,アイスラン,out_of_v6_jleague_scope,2025-11-14,,
1586,2,ノルウェー,エストニア,out_of_v6_jleague_scope,2025-11-14,,
1586,3,アルメニア,ハンガリー,out_of_v6_jleague_scope,2025-11-14,,
1586,4,スロバキア,北アイ,out_of_v6_jleague_scope,2025-11-15,,
1586,5,フィンラン,マルタ,out_of_v6_jleague_scope,2025-11-15,,
1586,6,アゼルバ,アイスラン,out_of_v6_jleague_scope,2025-11-14,,
1586,7,ノルウェー,エストニア,out_of_v6_jleague_scope,2025-11-14,,
1586,8,アルメニア,ハンガリー,out_of_v6_jleague_scope,2025-11-14,,
1586,9,スロバキア,北アイ,out_of_v6_jleague_scope,2025-11-15,,
1586,10,フィンラン,マルタ,out_of_v6_jleague_scope,2025-11-15,,
1586,11,アンドラ,アルバニア,out_of_v6_jleague_scope,2025-11-14,,
1586,12,ジブラル,モンテネグ,out_of_v6_jleague_scope,2025-11-15,,
1586,13,モルドバ,イタリア,out_of_v6_jleague_scope,2025-11-14,,
1587,6,八戸,0,out_of_v6_jleague_scope,2025-11-08,,
1588,1,オランダ,リトアニア,out_of_v6_jleague_scope,2025-11-18,,
1588,2,モンテネグ,クロアチア,out_of_v6_jleague_scope,2025-11-18,,
1588,3,オーストリア,ボスニア,out_of_v6_jleague_scope,2025-11-19,,
1588,4,スウェデン,スロベニア,out_of_v6_jleague_scope,2025-11-19,,
1588,5,ブルガリ,ジョジア,out_of_v6_jleague_scope,2025-11-19,,
1588,6,オランダ,リトアニア,out_of_v6_jleague_scope,2025-11-18,,
1588,7,モンテネグ,クロアチア,out_of_v6_jleague_scope,2025-11-18,,
1588,8,オーストリア,ボスニア,out_of_v6_jleague_scope,2025-11-19,,
1588,9,スウェデン,スロベニア,out_of_v6_jleague_scope,2025-11-19,,
1588,10,ブルガリ,ジョジア,out_of_v6_jleague_scope,2025-11-19,,
1588,11,北アイ,ルクセンブ,out_of_v6_jleague_scope,2025-11-18,,
1588,12,マルタ,ポーラン,out_of_v6_jleague_scope,2025-11-18,,
1588,13,ルーマニア,サンマリノ,out_of_v6_jleague_scope,2025-11-19,,
1592,6,東京V,1,out_of_v6_jleague_scope,2025-11-29,,
1593,1,アストン,アーセナル,out_of_v6_jleague_scope,2025-12-06,,
1593,2,トテナム,ブレント,out_of_v6_jleague_scope,2025-12-07,,
1593,3,リーズ,リヴァプ,out_of_v6_jleague_scope,2025-12-07,,
1593,4,ボンマウス,チェルシー,out_of_v6_jleague_scope,2025-12-07,,
1593,5,マンC,サンダー,out_of_v6_jleague_scope,2025-12-07,,
1593,6,ヴォルフス,ウニオン,out_of_v6_jleague_scope,2025-12-06,,
1593,7,アストン,アーセナル,out_of_v6_jleague_scope,2025-12-06,,
1593,8,トテナム,ブレント,out_of_v6_jleague_scope,2025-12-07,,
1593,9,リーズ,リヴァプ,out_of_v6_jleague_scope,2025-12-07,,
1593,10,ボンマウス,チェルシー,out_of_v6_jleague_scope,2025-12-07,,
1593,11,マンC,サンダー,out_of_v6_jleague_scope,2025-12-07,,
1593,12,ニュカッスル,バーンリー,out_of_v6_jleague_scope,2025-12-07,,
1593,13,エヴァトン,ノッティン,out_of_v6_jleague_scope,2025-12-07,,
1595,1,リヴァプ,ブライトン,out_of_v6_jleague_scope,2025-12-14,,
1595,2,クリスタル,マンC,out_of_v6_jleague_scope,2025-12-14,,
1595,3,ノッティン,トテナム,out_of_v6_jleague_scope,2025-12-14,,
1595,4,ブレント,リーズ,out_of_v6_jleague_scope,2025-12-15,,
1595,5,アーセナル,ウルヴァー,out_of_v6_jleague_scope,2025-12-14,,
1595,6,メンヘン,ヴォルフス,out_of_v6_jleague_scope,2025-12-13,,
1595,7,パウリ,ハイデンハ,out_of_v6_jleague_scope,2025-12-13,,
1595,8,レヴァー,ケルン,out_of_v6_jleague_scope,2025-12-14,,
1595,9,リヴァプ,ブライトン,out_of_v6_jleague_scope,2025-12-14,,
1595,10,クリスタル,マンC,out_of_v6_jleague_scope,2025-12-14,,
1595,11,ノッティン,トテナム,out_of_v6_jleague_scope,2025-12-14,,
1595,12,ブレント,リーズ,out_of_v6_jleague_scope,2025-12-15,,
1595,13,アーセナル,ウルヴァー,out_of_v6_jleague_scope,2025-12-14,,
1596,1,ブライトン,サンダー,out_of_v6_jleague_scope,2025-12-21,,
1596,2,トテナム,リヴァプ,out_of_v6_jleague_scope,2025-12-21,,
1596,3,リーズ,クリスタル,out_of_v6_jleague_scope,2025-12-21,,
1596,4,ボンマウス,バーンリー,out_of_v6_jleague_scope,2025-12-21,,
1596,5,エヴァトン,アーセナル,out_of_v6_jleague_scope,2025-12-21,,
1596,6,ケルン,ウニオン,out_of_v6_jleague_scope,2025-12-20,,
1596,7,ブライトン,サンダー,out_of_v6_jleague_scope,2025-12-21,,
1596,8,トテナム,リヴァプ,out_of_v6_jleague_scope,2025-12-21,,
1596,9,リーズ,クリスタル,out_of_v6_jleague_scope,2025-12-21,,
1596,10,ボンマウス,バーンリー,out_of_v6_jleague_scope,2025-12-21,,
1596,11,エヴァトン,アーセナル,out_of_v6_jleague_scope,2025-12-21,,
1596,12,マンC,ウェストハム,out_of_v6_jleague_scope,2025-12-21,,
1596,13,ニュカッスル,チェルシー,out_of_v6_jleague_scope,2025-12-20,,
1597,1,マンU,ニュカッスル,out_of_v6_jleague_scope,2025-12-27,,
1597,2,ノッティン,マンC,out_of_v6_jleague_scope,2025-12-27,,
1597,3,アーセナル,ブライトン,out_of_v6_jleague_scope,2025-12-28,,
1597,4,リヴァプ,ウルヴァー,out_of_v6_jleague_scope,2025-12-28,,
1597,5,ブレント,ボンマウス,out_of_v6_jleague_scope,2025-12-28,,
1597,6,ウルヴァー,1,out_of_v6_jleague_scope,2025-12-20,,
1598,1,チェルシー,ボンマウス,out_of_v6_jleague_scope,2025-12-31,,
1598,2,ウェストハム,ブライトン,out_of_v6_jleague_scope,2025-12-31,,
1598,3,バーンリー,ニュカッスル,out_of_v6_jleague_scope,2025-12-31,,
1598,4,アーセナル,アストン,out_of_v6_jleague_scope,2025-12-31,,
1598,5,マンU,ウルヴァー,out_of_v6_jleague_scope,2025-12-31,,
1598,6,アストン,1,out_of_v6_jleague_scope,2025-12-26,,
1599,1,クリスタル,1,out_of_v6_jleague_scope,2026-01-02,,
1599,2,フラム,1,out_of_v6_jleague_scope,2025-12-29,,
1599,3,リヴァプ,0,out_of_v6_jleague_scope,2026-01-02,,
1599,4,リーズ,0,out_of_v6_jleague_scope,2025-12-29,,
1599,5,ブレント,0,out_of_v6_jleague_scope,2026-01-02,,
1599,6,トテナム,0,out_of_v6_jleague_scope,2025-12-29,,
1600,1,ﾘｰｽﾞ,ﾏﾝU,out_of_v6_jleague_scope,0001-01-04,,
1600,2,ﾌﾗﾑ,ﾘｳﾞｧﾌﾟ,out_of_v6_jleague_scope,0001-01-05,,
1600,3,ﾆｭｶｯｽﾙ,ｸﾘｽﾀﾙ,out_of_v6_jleague_scope,0001-01-05,,
1600,4,ﾄﾃﾅﾑ,ｻﾝﾀﾞｰ,out_of_v6_jleague_scope,0001-01-05,,
1600,5,ﾏﾝC,ﾁｪﾙｼｰ,out_of_v6_jleague_scope,0001-01-05,,
1601,1,ニュカッスル,リーズ,out_of_v6_jleague_scope,2026-01-08,,
1601,2,ウェストハム,ノッティン,out_of_v6_jleague_scope,2026-01-07,,
1601,3,ブレント,サンダー,out_of_v6_jleague_scope,2026-01-08,,
1601,4,エヴァトン,ウルヴァー,out_of_v6_jleague_scope,2026-01-08,,
1601,5,バーンリー,マンU,out_of_v6_jleague_scope,2026-01-08,,
1601,6,ブライトン,1,out_of_v6_jleague_scope,2025-12-30,,
